"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1962",176486,"health","off_brand",3.7,9,NA,NA,3124
"1963",169820,"health","premium",4.4,17,20,58.3,2463
"1964",141112,"toys","off_brand",2.6,16,20,84.3,2374
"1965",143309,"health","off_brand",4.1,9,18,78.1,1329
"1966",76926,"other","off_brand",3.3,12,14,61.5,845
"1967",85261,"toys","off_brand",3.2,12,NA,80.3,851
"1968",197036,"health","premium",4.4,1,17,50.8,3128
"1969",162907,"toys","premium",4,4,30,54.2,2744
"1970",165201,"health","off_brand",3.4,13,27,33.4,1831
"1971",223995,"health","off_brand",4.8,5,14,55.3,2266
"1972",93846,"toys","off_brand",3.8,7,24,61.3,1259
"1973",114671,"health","premium",3.5,11,28,48.9,1717
"1974",170899,"health","premium",4.8,5,36,44.5,2008
"1975",150848,"health","off_brand",4.2,8,30,32.3,1825
"1976",69491,"other","premium",3.5,11,11,43.2,921
"1977",165378,"toys","off_brand",4.9,11,26,94.9,875
"1978",135459,"health","off_brand",4.7,6,20,38.5,960
"1979",173438,"toys","premium",4.6,12,NA,42.6,2852
"1980",203010,"other","off_brand",4.7,3,25,62,2463
"1981",213073,"health","off_brand",4.3,18,24,54.4,2461
"1982",118652,"food","premium",3.7,9,17,48.3,1187
"1983",120929,"toys","off_brand",4.5,6,25,67.4,702
"1984",85114,"toys","premium",4.6,4,32,NA,1051
"1985",156125,"toys","off_brand",4.8,15,29,41.5,910
"1986",87302,"health","premium",3.5,6,NA,5,2000
"1987",127420,"other","premium",3.8,3,24,NA,2516
"1988",67409,"other","off_brand",3.1,4,8,80.3,1007
"1989",230170,"food","premium",3.9,20,19,46.5,2824
"1990",139361,"food","off_brand",3.4,0,16,36.7,1816
"1991",198436,"toys","off_brand",4.5,16,14,50.7,2829
"1992",24586,"toys","off_brand",3.5,9,23,61.1,859
"1993",97454,"health","off_brand",3.7,8,22,38.1,1201
"1994",96193,"toys","off_brand",4.3,9,20,65.8,775
"1995",90571,"toys","off_brand",3.7,6,8,71.9,1002
"1996",201127,"health",NA,4.7,2,20,34.9,2341
"1997",103377,"toys","off_brand",4.2,5,26,45.5,2064
"1998",89171,"toys","off_brand",4.3,2,11,13.9,911
"1999",107857,"toys","premium",4.1,6,24,58,973
"2000",172688,"health","off_brand",4.4,9,16,51.9,949
"2001",252383,"health","premium",4.7,8,20,29.4,4618
"2002",227668,"health","premium",4.7,8,17,53.5,2328
"2003",192088,"health","premium",4.7,3,7,10.9,2520
"2004",94350,"toys","off_brand",3.7,10,12,55.5,1236
"2005",151978,"health","premium",3.1,2,20,39.6,2939
"2006",71326,"health","premium",4.1,9,24,61.6,845
"2007",133739,"toys","premium",4.3,4,NA,31.1,2747
"2008",118595,"health","off_brand",3,4,27,63.3,2196
"2009",115336,"food","off_brand",3.2,3,13,58.2,1353
"2010",132658,"toys","premium",4.2,9,26,85.3,1008
"2011",103479,"toys","premium",4.4,23,22,33.7,854
"2012",56833,"toys","off_brand",4.4,4,18,64,664
"2013",212630,"food","off_brand",4.7,7,27,52.8,2417
"2014",153106,"toys","off_brand",4,12,9,57.8,1521
"2015",182007,"toys","premium",4.4,4,21,53.2,2661
"2016",120029,"toys","premium",4.3,8,28,47.6,1146
"2017",158451,"food","premium",4.1,6,17,43.5,2226
"2018",149094,"other","off_brand",2.6,17,8,5.9,2152
"2019",90096,"food","premium",4.2,3,33,28.1,1393
"2020",80445,"toys","premium",3.9,12,10,39.4,1155
"2021",138693,"toys","off_brand",4.5,5,4,66.3,1054
"2022",234532,"health","off_brand",4.4,16,10,36,2827
"2023",191961,"food","off_brand",3.4,8,19,70.8,3462
"2024",209276,"food",NA,4.6,4,20,48.3,2928
"2025",248210,"health","off_brand",4.7,18,11,5,2500
"2026",131021,"health","premium",2.8,5,19,21.3,2755
"2027",164844,"health",NA,3.5,12,13,51.5,2809
"2028",261578,"health","off_brand",4.2,27,18,79.5,2935
"2029",89086,"health",NA,3.7,5,16,34.4,788
"2030",104732,"toys","off_brand",4,6,25,NA,728
"2031",160436,"other","off_brand",4.3,1,22,33.8,2475
"2032",153090,"health","off_brand",4.1,15,38,48.7,1842
"2033",138790,"food","premium",4.9,10,37,38.4,792
"2034",191635,"health","off_brand",4.5,15,21,50.8,1850
"2035",182502,"toys","off_brand",4.5,6,18,50.5,2253
"2036",118385,"toys","off_brand",4,8,31,39,2626
"2037",82905,"health",NA,4.3,4,30,45.6,864
"2038",185883,"health","premium",4.4,17,19,18.7,2691
"2039",85566,"health","premium",4.3,0,23,16.2,1080
"2040",139115,"health","premium",4.4,6,17,47.3,911
"2041",164297,"health",NA,4.4,14,29,27.5,1734
"2042",178683,"toys","off_brand",3.6,6,25,63.5,2769
"2043",96348,"toys","premium",3.5,0,9,35.3,1909
"2044",165338,"toys",NA,3.8,2,8,38.8,3075
"2045",183607,"health","premium",4.7,13,30,36.3,2720
"2046",157254,"health","premium",4,14,28,39.7,1562
"2047",277803,"health","off_brand",4.5,24,13,63.4,3961
"2048",34242,"toys","off_brand",3.7,3,21,70.5,850
"2049",112390,"health","off_brand",4.4,6,23,5.2,848
"2050",208474,"toys","premium",4.5,8,15,88.1,2834
"2051",161792,"food","premium",4.8,1,18,26.1,2173
"2052",48702,"health","off_brand",3.8,10,27,34.1,365
"2053",213708,"food","premium",4.5,12,NA,23.2,2369
"2054",214396,"health","off_brand",4.4,12,25,35.5,3390
"2055",198092,"food","off_brand",4,4,22,77.5,2263
"2056",87658,"toys","premium",4.6,3,20,103,687
"2057",151512,"food","off_brand",4.7,3,20,65.2,866
"2058",95015,"health","premium",3.3,3,40,62.1,2219
"2059",204621,"other","premium",4.2,5,22,5,3458
"2060",110937,"health","off_brand",4.3,2,20,81.1,1148
"2061",152589,"toys","off_brand",4.7,9,7,47.2,987
"2062",186273,"toys","off_brand",4.7,6,26,77.1,2132
"2063",171991,"toys","off_brand",3.4,6,5,78.4,3176
"2064",104500,"health","premium",3.9,6,17,76.9,1940
"2065",119455,"toys","premium",4.7,2,NA,24.1,731
"2066",141250,"health","off_brand",3.8,9,NA,67.2,1032
"2067",135356,"other","off_brand",4.1,10,20,29.6,1798
"2068",185769,"toys","off_brand",4.6,8,33,63.4,2921
"2069",118308,"toys","off_brand",4.3,10,16,74.5,974
"2070",134928,"other","premium",4.8,4,21,61.2,1046
"2071",72749,"toys","premium",3.2,9,29,41.5,1641
"2072",147969,"health","premium",4.6,12,14,62.9,769
"2073",53431,"health","premium",3.6,5,12,19.9,450
"2074",269336,"health","off_brand",4.8,11,24,39.3,3572
"2075",93373,"other","premium",4.8,8,24,41.6,774
"2076",184302,"health","off_brand",4.4,6,29,51.3,2108
"2077",162903,"health","off_brand",4.6,6,28,22.4,1033
"2078",166200,"food","premium",4.2,3,1,12.1,1739
"2079",207130,"toys","off_brand",4.8,4,19,NA,2578
"2080",122568,"other","off_brand",3.8,14,20,33.4,2646
"2081",174415,"health","off_brand",4.6,9,23,63.1,2412
"2082",141724,"health","off_brand",4.3,8,11,22.4,738
"2083",191874,"toys","off_brand",4.4,4,28,58.6,3285
"2084",90018,"health","premium",3.9,13,29,38.8,1085
"2085",144643,"toys","premium",4.6,3,28,33.3,2724
"2086",172335,"toys","off_brand",4.8,5,25,45.8,1980
"2087",132390,"other","premium",4.6,7,15,21.2,1433
"2088",70766,"toys","premium",3.5,5,28,31.2,1347
"2089",142857,"health","off_brand",4.5,8,32,24.9,1629
"2090",175867,"other","off_brand",4.7,3,10,55.6,1927
"2091",137857,"health","off_brand",3.9,12,NA,25.9,1987
"2092",157684,"other","premium",4.8,13,22,43.8,757
"2093",220224,"health","premium",4.6,4,20,65.7,3548
"2094",114589,"food","off_brand",4.1,10,13,37.4,975
"2095",68351,"health","off_brand",4,5,18,53.6,813
"2096",187900,"toys","premium",4.6,8,22,37.5,2714
"2097",194475,"health","off_brand",4.6,2,31,39.3,3366
"2098",160296,"toys","premium",4.7,1,NA,NA,2700
"2099",141206,"other","off_brand",4.5,3,21,80.5,1068
"2100",64892,"other","off_brand",3.4,5,24,59,987
"2101",210948,"health","premium",4.4,3,19,67.3,3588
"2102",223400,"food","off_brand",4.6,12,21,55.2,1361
"2103",100541,"other","off_brand",3.8,8,15,59.4,1046
"2104",174271,"other","off_brand",4,8,25,53.8,2946
"2105",119574,"health","premium",4.6,3,23,28.8,1053
"2106",171824,"food","premium",4.6,19,18,46,1197
"2107",111421,"toys","premium",4,4,14,80.7,779
"2108",253866,"health","off_brand",4.8,5,28,30,3098
"2109",134757,"food","off_brand",4.9,3,17,95.3,681
"2110",190379,"health","premium",4.1,12,21,46.5,2910
"2111",194573,"toys","premium",4.7,1,23,45.8,3108
"2112",188283,"health","off_brand",4.1,2,20,71.9,3397
"2113",162408,"food","premium",4.3,223,27,49.9,2055
"2114",170616,"food","premium",4.9,4,12,45.8,1370
"2115",218979,"food","premium",4.6,25,32,5,1625
"2116",158947,"food","premium",3.7,3,26,8.5,3028
"2117",152464,"health","premium",3.2,2,28,16.3,2459
"2118",162708,"health","off_brand",4.5,7,NA,70.8,1121
"2119",84763,"toys","premium",3.7,6,11,50.5,963
"2120",235028,"food","premium",4.6,10,14,15.1,3048
"2121",167868,"health","off_brand",4.7,7,21,48.9,986
"2122",109166,"food","premium",4.3,7,NA,NA,855
"2123",134753,"toys","premium",4.3,7,9,64,847
"2124",152470,"health","premium",4.3,2,16,55.5,1835
"2125",168160,"toys","off_brand",4.1,6,NA,49.1,2893
"2126",137543,"other","premium",4.1,5,26,57.8,1842
"2127",123308,"food","off_brand",3.1,6,18,59.4,1721
"2128",135006,"other","off_brand",3.8,10,23,28.7,1425
"2129",82797,"toys","off_brand",4.7,2,27,28.5,953
"2130",83545,"toys","off_brand",4.4,5,20,100,977
"2131",159133,"food","premium",3.9,194,15,40.7,1756
"2132",174896,"food","off_brand",4.3,5,11,37,1820
"2133",136076,"other","premium",4,9,17,52.8,2289
"2134",148496,"toys","premium",3.4,24,24,59.2,2123
"2135",196312,"health","off_brand",4.3,11,24,57.1,2693
"2136",246757,"food","off_brand",4.7,5,24,70.1,2907
"2137",198162,"food","off_brand",4.9,6,30,69.7,1046
"2138",198148,"health","off_brand",4.4,6,24,72.5,2528
"2139",122058,"health","off_brand",3.9,7,21,60.3,1819
"2140",127910,"food","off_brand",3.2,12,17,94.8,1038
"2141",124933,"toys","off_brand",3.7,8,15,76.3,1312
"2142",118936,"health","premium",3.7,24,13,72.6,1981
"2143",134915,"health","premium",3.5,5,32,5,3442
"2144",136055,"health",NA,3.5,7,23,5,3105
"2145",198641,"food","off_brand",4.1,2,20,87.1,2772
"2146",99354,"toys","premium",2.5,5,27,101.3,2387
"2147",130498,"toys","off_brand",4.2,8,21,55.8,2566
"2148",132148,"health","off_brand",4.6,18,25,34.6,713
"2149",152514,"toys","premium",4.8,6,29,61.7,1690
"2150",115448,"toys",NA,3.8,11,10,55.9,2279
"2151",163985,"health",NA,4,6,24,58.1,2217
"2152",189324,"toys","off_brand",4.9,6,18,76.9,1677
"2153",186163,"health","off_brand",4.4,8,16,30.5,2192
"2154",156382,"toys","off_brand",4.8,10,10,42,950
"2155",97286,"toys","off_brand",4.2,8,22,39.5,621
"2156",88714,"toys","premium",4,3,12,44,895
"2157",132623,"toys","premium",3.4,16,15,64.7,1342
"2158",219721,"toys","off_brand",4.6,3,NA,6.7,3151
"2159",151996,"toys",NA,4,13,18,41.7,3131
"2160",121399,"other",NA,3.7,16,25,37.9,1493
"2161",129559,"health","premium",4.8,3,25,50.4,1172
"2162",115092,"toys","off_brand",4.3,2,19,63.7,956
"2163",114476,"toys","off_brand",4.7,4,20,94.3,926
"2164",142552,"toys","premium",3.9,3,23,39.9,3413
"2165",76398,"health","off_brand",3.9,3,18,38.6,943
"2166",158826,"toys","off_brand",4.1,22,29,79.1,1220
"2167",110395,"toys","off_brand",3.7,3,28,50.7,1550
"2168",199154,"other","off_brand",4.5,2,24,NA,2918
"2169",165254,"food","premium",3.5,4,20,44.9,2996
"2170",164357,"health","off_brand",3.5,20,23,28.7,2313
"2171",191892,"health","off_brand",4.9,9,2,48.4,775
"2172",95397,"other","off_brand",3.8,6,25,88.4,1188
"2173",132180,"other","off_brand",3.7,2,15,19.6,2296
"2174",186546,"toys","off_brand",3.6,13,21,85.2,2968
"2175",117125,"toys","premium",4.5,1,12,15.4,861
"2176",139696,"health","off_brand",4.1,12,12,48,1806
"2177",156512,"toys","off_brand",3.2,8,21,75.7,2854
"2178",192833,"toys","off_brand",4.1,12,11,70.2,2747
"2179",216218,"other","premium",4.2,8,20,34.2,2842
"2180",136624,"health","premium",3.9,14,25,54.1,2430
"2181",85089,"toys","off_brand",2.8,1,11,42.3,2282
"2182",176769,"food","off_brand",4.4,14,16,23.3,1211
"2183",109824,"health","premium",4.1,17,1,5,603
"2184",136591,"toys","premium",3.7,22,8,53.4,1635
"2185",90996,"other","premium",4.5,4,25,46.3,1072
"2186",120421,"other","off_brand",4.5,10,16,54.3,1045
"2187",96109,"other","premium",4,6,10,26.6,686
"2188",123830,"toys",NA,4.1,1,21,31.8,2933
"2189",72268,"other","premium",4.6,2,9,50.2,937
"2190",137911,"toys","off_brand",4.4,17,16,58,958
"2191",79891,"toys","premium",3.7,207,14,38,1097
"2192",148317,"health","premium",4.2,6,22,44.1,2346
"2193",138624,"health","off_brand",4.5,9,11,5,1150
"2194",125489,"health",NA,4.5,4,24,NA,1229
"2195",155719,"food","premium",4.1,5,27,52.2,2999
"2196",193557,"health","off_brand",4.6,5,20,18.3,2824
"2197",125247,"health","premium",4.5,5,28,61.8,800
"2198",161767,"toys","off_brand",4.4,8,23,73.1,2343
"2199",217485,"health","off_brand",4.3,11,10,5,2731
"2200",155919,"food","off_brand",4.1,7,23,34.3,825
"2201",132367,"toys","off_brand",4.5,3,23,39.1,1507
"2202",186253,"toys","off_brand",4.8,10,10,46.3,2133
"2203",135531,"toys","off_brand",4.2,1,13,30.9,2995
"2204",174985,"health","off_brand",4.9,16,8,51.9,1004
"2205",192073,"health",NA,4.1,3,11,57.8,3048
"2206",153088,"health","premium",4.2,11,26,5,2224
"2207",111751,"health","off_brand",4,5,7,39.2,891
"2208",156264,"toys","off_brand",3.9,10,34,73.8,2353
"2209",90466,"toys","off_brand",3.7,9,17,44.9,1281
"2210",195742,"toys","premium",4.1,12,33,5,3046
"2211",174149,"health","off_brand",4.7,2,26,69.6,2207
"2212",210145,"food","premium",4,5,18,28.1,4379
"2213",134448,"toys","premium",3.3,14,13,69.7,2583
"2214",236182,"food","premium",4.7,10,18,30.4,2402
"2215",81096,"health","premium",4.5,7,20,47.2,832
"2216",96358,"other","off_brand",3.7,5,15,50.8,1269
"2217",256333,"other","off_brand",4.7,15,12,62,3084
"2218",127566,"health","off_brand",4.3,9,31,17.6,1502
"2219",102334,"toys","off_brand",3.1,19,23,51.7,1697
"2220",59982,"toys","off_brand",2.7,11,13,70.1,971
"2221",238597,"food","off_brand",4.1,20,27,57.1,2719
"2222",190395,"health","off_brand",3.5,6,15,33.1,3533
"2223",105051,"health","off_brand",3.9,8,3,15,982
"2224",115543,"food","off_brand",4.2,5,14,58.6,998
"2225",78630,"toys",NA,3.9,12,34,NA,1089
"2226",175521,"toys","off_brand",4.9,4,28,80,2478
"2227",98520,"other",NA,3.8,7,7,74.6,1265
"2228",173596,"food","off_brand",4,3,23,84.4,2123
"2229",164834,"health","off_brand",4.5,3,33,30.8,3031
"2230",146945,"health","premium",4.5,6,1,21.7,1046
"2231",231566,"health","off_brand",4.7,6,20,37.5,2750
"2232",171244,"toys","off_brand",4.1,5,NA,68.7,2251
"2233",34014,"toys","premium",3.3,2,NA,26,1266
"2234",138386,"health","premium",3.9,16,18,5,1559
"2235",206439,"health","premium",3.7,13,6,51.2,2682
"2236",98783,"toys","off_brand",4.3,10,17,20.7,989
"2237",214094,"toys","premium",4.7,11,25,80.5,3400
"2238",218157,"toys","off_brand",4.8,6,28,42.3,2753
"2239",148495,"health","premium",4.8,6,15,41.6,1101
"2240",75955,"health",NA,4.2,4,28,45.4,656
"2241",125312,"health","off_brand",3.8,5,29,40.1,2583
"2242",125229,"health","off_brand",4.5,14,29,16,968
"2243",189795,"toys","off_brand",4.5,5,23,61,2699
"2244",147887,"toys","premium",4.7,16,27,60.4,1255
"2245",80331,"health","off_brand",3.2,8,33,84,1306
"2246",224835,"other","premium",4.2,8,21,38.7,3574
"2247",159415,"health","premium",4.1,1,10,35.4,2837
"2248",102059,"health","off_brand",3.8,15,27,45.6,1000
"2249",131751,"health","off_brand",3.8,5,24,15.3,1810
"2250",165103,"other","premium",3.4,1,28,24.6,2473
